x,y,z,range,velocity,angle,power_abs
0.327,0,0,0.327,0.35,0,0.003936768
0.531800611,0.11921875,0,0.545,0.35,12.63562509,0.006072998
0.527693981,0.13625,0,0.545,0.7,14.47751219,0.007034302
2.00E-17,0.327,0,0.327,1.05,90,0.009124756
1.33E-17,0.218,0,0.218,65.8,90,0.007751465
2.00E-17,0.327,0,0.327,65.8,90,0.00982666
1.33E-17,0.218,0,0.218,66.15,90,0.008392334
2.00E-17,0.327,0,0.327,66.15,90,0.011489868
1.33E-17,0.218,0,0.218,66.5,90,0.010253906
2.00E-17,0.327,0,0.327,66.5,90,0.013381958
1.33E-17,0.218,0,0.218,66.85,90,0.011047363
2.00E-17,0.327,0,0.327,66.85,90,0.013717651
1.33E-17,0.218,0,0.218,0,90,0.008743286
2.00E-17,0.327,0,0.327,0,90,0.009994507
2.00E-17,0.327,0,0.327,0.7,90,0.005859375
1.33E-17,0.218,0,0.218,1.05,90,0.005905151
2.00E-17,0.327,0,0.327,1.05,90,0.009124756
1.33E-17,0.218,0,0.218,1.4,90,0.005325317
2.00E-17,0.327,0,0.327,1.4,90,0.008056641
0.327,0,0,0.327,0,0,0.008209229
0.531800611,0.11921875,0,0.545,0.7,12.63562509,0.008071899
2.00E-17,0.327,0,0.327,65.8,90,0.007492065
2.00E-17,0.327,0,0.327,66.15,90,0.007720947
1.33E-17,0.218,0,0.218,66.5,90,0.007369995
2.00E-17,0.327,0,0.327,66.5,90,0.0105896
1.33E-17,0.218,0,0.218,66.85,90,0.01008606
2.00E-17,0.327,0,0.327,66.85,90,0.012283325
1.33E-17,0.218,0,0.218,0,90,0.00869751
2.00E-17,0.327,0,0.327,0,90,0.009857178
2.00E-17,0.327,0,0.327,0.7,90,0.006164551
1.33E-17,0.218,0,0.218,1.05,90,0.005844116
2.00E-17,0.327,0,0.327,1.05,90,0.009170532
1.33E-17,0.218,0,0.218,1.4,90,0.006088257
2.00E-17,0.327,0,0.327,1.4,90,0.009231567
2.00E-17,0.327,0,0.327,1.75,90,0.007415771
0.218,0,0,0.218,0,0,0.005935669
0.327,0,0,0.327,0,0,0.006546021
1.635,0,0,1.635,0,0,0.002563477
2.00E-17,0.327,0,0.327,66.5,90,0.006317139
1.33E-17,0.218,0,0.218,66.85,90,0.009979248
2.00E-17,0.327,0,0.327,66.85,90,0.011245728
1.33E-17,0.218,0,0.218,0,90,0.010986328
2.00E-17,0.327,0,0.327,0,90,0.012161255
1.33E-17,0.218,0,0.218,0.35,90,0.008666992
2.00E-17,0.327,0,0.327,0.35,90,0.010467529
2.00E-17,0.327,0,0.327,0.7,90,0.008758545
2.00E-17,0.327,0,0.327,1.05,90,0.008163452
2.00E-17,0.327,0,0.327,1.4,90,0.007965088
0.218,0,0,0.218,0,0,0.009994507
0.327,0,0,0.327,0,0,0.00769043
1.33E-17,0.218,0,0.218,66.85,90,0.011230469
2.00E-17,0.327,0,0.327,66.85,90,0.011276245
1.33E-17,0.218,0,0.218,0,90,0.012680054
2.00E-17,0.327,0,0.327,0,90,0.013397217
1.33E-17,0.218,0,0.218,0.35,90,0.010955811
2.00E-17,0.327,0,0.327,0.35,90,0.012481689
1.33E-17,0.218,0,0.218,0.7,90,0.006256104
2.00E-17,0.327,0,0.327,0.7,90,0.008682251
1.33E-17,0.218,0,0.218,1.75,90,0.008087158
1.33E-17,0.218,0,0.218,2.1,90,0.007949829
2.00E-17,0.327,0,0.327,0,90,0.004440308
1.33E-17,0.218,0,0.218,66.85,90,0.011032104
2.00E-17,0.327,0,0.327,66.85,90,0.010925293
1.33E-17,0.218,0,0.218,0,90,0.012527466
2.00E-17,0.327,0,0.327,0,90,0.011978149
1.33E-17,0.218,0,0.218,0.35,90,0.011962891
2.00E-17,0.327,0,0.327,0.35,90,0.010986328
1.33E-17,0.218,0,0.218,0.7,90,0.00881958
2.00E-17,0.327,0,0.327,0.7,90,0.007202148
1.33E-17,0.218,0,0.218,1.4,90,0.007125854
1.33E-17,0.218,0,0.218,1.75,90,0.009765625
1.33E-17,0.218,0,0.218,2.1,90,0.010421753
2.00E-17,0.327,0,0.327,2.1,90,0.008209229
1.33E-17,0.218,0,0.218,2.45,90,0.008224487
2.00E-17,0.327,0,0.327,2.45,90,0.007080078
1.33E-17,0.218,0,0.218,66.85,90,0.009399414
1.33E-17,0.218,0,0.218,0,90,0.010864258
2.00E-17,0.327,0,0.327,0,90,0.009292603
1.33E-17,0.218,0,0.218,0.35,90,0.010116577
2.00E-17,0.327,0,0.327,0.35,90,0.007781982
1.33E-17,0.218,0,0.218,0.7,90,0.009368896
1.33E-17,0.218,0,0.218,1.05,90,0.009506226
1.33E-17,0.218,0,0.218,1.4,90,0.010223389
1.33E-17,0.218,0,0.218,1.75,90,0.010726929
1.33E-17,0.218,0,0.218,2.1,90,0.009719849
1.33E-17,0.218,0,0.218,2.45,90,0.007141113
0.218,0,0,0.218,0.35,0,0.008605957
1.33E-17,0.218,0,0.218,0,90,0.00831604
2.00E-17,0.327,0,0.327,0,90,0.006607056
1.33E-17,0.218,0,0.218,1.05,90,0.008956909
1.33E-17,0.218,0,0.218,1.4,90,0.011749268
1.33E-17,0.218,0,0.218,1.75,90,0.011978149
1.33E-17,0.218,0,0.218,2.1,90,0.009963989
0.175413607,0.1294375,0,0.218,1.05,36.42357364,0.007095337
1.33E-17,0.218,0,0.218,1.4,90,0.011779785
1.33E-17,0.218,0,0.218,1.75,90,0.012023926
0.218,0,0,0.218,0,0,0.009613037
0.218,0,0,0.218,0.35,0,0.01234436
0.327,0,0,0.327,0.35,0,0.006881714
0.212720244,0.0476875,0,0.218,1.05,12.63562509,0.010375977
0.21629017,0.02725,0,0.218,1.4,7.180755781,0.012512207
0.218,0,0,0.218,0,0,0.012268066
0.327,0,0,0.327,0,0,0.008132935
1.33E-17,0.218,0,0.218,65.8,90,0.009628296
1.33E-17,0.218,0,0.218,66.15,90,0.009750366
0.215322424,0.0340625,0,0.218,0.35,8.989299345,0.00869751
0.214133683,0.040875,0,0.218,0.7,10.80692287,0.012573242
0.288849197,0.15328125,0,0.327,0.7,27.95318688,0.009033203
0.214133683,0.040875,0,0.218,1.05,10.80692287,0.015365601
0.310623107,0.1021875,0,0.327,1.05,18.20995686,0.010528564
0.215322424,0.0340625,0,0.218,1.4,8.989299345,0.014175415
0.319080366,0.07153125,0,0.327,1.4,12.63562509,0.008514404
0.218,0,0,0.218,0.35,0,0.013122559
0.327,0,0,0.327,0.35,0,0.008392334
0.207082072,0.068125,0,0.218,65.8,18.20995686,0.009368896
0.21629017,0.02725,0,0.218,0.35,7.180755781,0.011291504
0.214133683,0.040875,0,0.218,0.7,10.80692287,0.015396118
0.298800164,0.13284375,0,0.327,0.7,23.96948232,0.010360718
0.21629017,0.02725,0,0.218,1.05,7.180755781,0.01763916
0.310623107,0.1021875,0,0.327,1.05,18.20995686,0.011291504
0.21629017,0.02725,0,0.218,1.4,7.180755781,0.016265869
0.316616389,0.08175,0,0.327,1.4,14.47751219,0.010055542
0.215322424,0.0340625,0,0.218,1.75,8.989299345,0.012283325
